I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:910] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: GeForce GTX 750 Ti
major: 5 minor: 0 memoryClockRate (GHz) 1.0845
pciBusID 0000:01:00.0
Total memory: 1.95GiB
Free memory: 1.85GiB
2017-03-27 21:21:08.549164: Step 25470: Train accuracy = 92.0%
2017-03-27 21:21:08.549213: Step 25470: Cross entropy = 0.358096
2017-03-27 21:21:08.657893: Step 25470: Validation accuracy = 87.0% (N=100)
2017-03-27 21:21:09.739522: Step 25480: Train accuracy = 90.0%
2017-03-27 21:21:09.739566: Step 25480: Cross entropy = 0.380630
2017-03-27 21:21:09.853919: Step 25480: Validation accuracy = 83.0% (N=100)
2017-03-27 21:21:10.948890: Step 25490: Train accuracy = 95.0%
2017-03-27 21:21:10.948932: Step 25490: Cross entropy = 0.232907
2017-03-27 21:21:11.065440: Step 25490: Validation accuracy = 86.0% (N=100)
2017-03-27 21:21:12.150983: Step 25500: Train accuracy = 95.0%
2017-03-27 21:21:12.151027: Step 25500: Cross entropy = 0.232207
2017-03-27 21:21:12.266766: Step 25500: Validation accuracy = 88.0% (N=100)
2017-03-27 21:21:13.396257: Step 25510: Train accuracy = 92.0%
2017-03-27 21:21:13.396294: Step 25510: Cross entropy = 0.309085
2017-03-27 21:21:13.482947: Step 25510: Validation accuracy = 86.0% (N=100)
2017-03-27 21:21:14.613709: Step 25520: Train accuracy = 90.0%
2017-03-27 21:21:14.613750: Step 25520: Cross entropy = 0.340214
2017-03-27 21:21:14.718227: Step 25520: Validation accuracy = 89.0% (N=100)
2017-03-27 21:21:15.815089: Step 25530: Train accuracy = 92.0%
2017-03-27 21:21:15.815128: Step 25530: Cross entropy = 0.260455
2017-03-27 21:21:15.930013: Step 25530: Validation accuracy = 85.0% (N=100)
2017-03-27 21:21:17.035037: Step 25540: Train accuracy = 94.0%
2017-03-27 21:21:17.035079: Step 25540: Cross entropy = 0.262984
2017-03-27 21:21:17.154754: Step 25540: Validation accuracy = 87.0% (N=100)
2017-03-27 21:21:18.245621: Step 25550: Train accuracy = 91.0%
2017-03-27 21:21:18.245663: Step 25550: Cross entropy = 0.308181
2017-03-27 21:21:18.363091: Step 25550: Validation accuracy = 80.0% (N=100)
2017-03-27 21:21:19.473078: Step 25560: Train accuracy = 96.0%
2017-03-27 21:21:19.473115: Step 25560: Cross entropy = 0.237993
2017-03-27 21:21:19.579778: Step 25560: Validation accuracy = 84.0% (N=100)
2017-03-27 21:21:20.675651: Step 25570: Train accuracy = 94.0%
2017-03-27 21:21:20.675713: Step 25570: Cross entropy = 0.299348
2017-03-27 21:21:20.798346: Step 25570: Validation accuracy = 90.0% (N=100)
2017-03-27 21:21:21.893670: Step 25580: Train accuracy = 92.0%
2017-03-27 21:21:21.893712: Step 25580: Cross entropy = 0.256897
2017-03-27 21:21:22.008688: Step 25580: Validation accuracy = 91.0% (N=100)
2017-03-27 21:21:23.090312: Step 25590: Train accuracy = 91.0%
2017-03-27 21:21:23.090354: Step 25590: Cross entropy = 0.382408
2017-03-27 21:21:23.214131: Step 25590: Validation accuracy = 84.0% (N=100)
2017-03-27 21:21:24.318673: Step 25600: Train accuracy = 98.0%
2017-03-27 21:21:24.318717: Step 25600: Cross entropy = 0.185931
2017-03-27 21:21:24.430407: Step 25600: Validation accuracy = 84.0% (N=100)
2017-03-27 21:21:25.550892: Step 25610: Train accuracy = 92.0%
2017-03-27 21:21:25.550934: Step 25610: Cross entropy = 0.256180
2017-03-27 21:21:25.657198: Step 25610: Validation accuracy = 83.0% (N=100)
2017-03-27 21:21:26.568145: Step 25620: Train accuracy = 91.0%
2017-03-27 21:21:26.568614: Step 25620: Cross entropy = 0.307942
2017-03-27 21:21:26.676576: Step 25620: Validation accuracy = 86.0% (N=100)
2017-03-27 21:21:27.771043: Step 25630: Train accuracy = 92.0%
2017-03-27 21:21:27.771086: Step 25630: Cross entropy = 0.300005
2017-03-27 21:21:27.882140: Step 25630: Validation accuracy = 85.0% (N=100)
2017-03-27 21:21:28.962923: Step 25640: Train accuracy = 97.0%
2017-03-27 21:21:28.962967: Step 25640: Cross entropy = 0.196441
2017-03-27 21:21:29.074152: Step 25640: Validation accuracy = 88.0% (N=100)
2017-03-27 21:21:30.167844: Step 25650: Train accuracy = 86.0%
2017-03-27 21:21:30.167885: Step 25650: Cross entropy = 0.379523
2017-03-27 21:21:30.274195: Step 25650: Validation accuracy = 86.0% (N=100)
2017-03-27 21:21:31.360174: Step 25660: Train accuracy = 95.0%
2017-03-27 21:21:31.360215: Step 25660: Cross entropy = 0.263439
2017-03-27 21:21:31.470965: Step 25660: Validation accuracy = 84.0% (N=100)
2017-03-27 21:21:32.534187: Step 25670: Train accuracy = 91.0%
2017-03-27 21:21:32.534229: Step 25670: Cross entropy = 0.374642
2017-03-27 21:21:32.658979: Step 25670: Validation accuracy = 87.0% (N=100)
2017-03-27 21:21:33.746597: Step 25680: Train accuracy = 97.0%
2017-03-27 21:21:33.746640: Step 25680: Cross entropy = 0.207437
2017-03-27 21:21:33.861022: Step 25680: Validation accuracy = 83.0% (N=100)
2017-03-27 21:21:34.962294: Step 25690: Train accuracy = 96.0%
2017-03-27 21:21:34.962338: Step 25690: Cross entropy = 0.219643
2017-03-27 21:21:35.076601: Step 25690: Validation accuracy = 88.0% (N=100)
2017-03-27 21:21:36.193600: Step 25700: Train accuracy = 94.0%
2017-03-27 21:21:36.193639: Step 25700: Cross entropy = 0.261361
2017-03-27 21:21:36.309190: Step 25700: Validation accuracy = 85.0% (N=100)
2017-03-27 21:21:37.416705: Step 25710: Train accuracy = 97.0%
2017-03-27 21:21:37.416746: Step 25710: Cross entropy = 0.233584
2017-03-27 21:21:37.526910: Step 25710: Validation accuracy = 92.0% (N=100)
2017-03-27 21:21:38.590829: Step 25720: Train accuracy = 94.0%
2017-03-27 21:21:38.590871: Step 25720: Cross entropy = 0.239248
2017-03-27 21:21:38.697329: Step 25720: Validation accuracy = 86.0% (N=100)
2017-03-27 21:21:39.784758: Step 25730: Train accuracy = 89.0%
2017-03-27 21:21:39.784801: Step 25730: Cross entropy = 0.333685
2017-03-27 21:21:39.897087: Step 25730: Validation accuracy = 87.0% (N=100)
2017-03-27 21:21:40.992636: Step 25740: Train accuracy = 95.0%
2017-03-27 21:21:40.992677: Step 25740: Cross entropy = 0.251310
2017-03-27 21:21:41.104347: Step 25740: Validation accuracy = 89.0% (N=100)
2017-03-27 21:21:42.204752: Step 25750: Train accuracy = 92.0%
2017-03-27 21:21:42.204794: Step 25750: Cross entropy = 0.251252
2017-03-27 21:21:42.316591: Step 25750: Validation accuracy = 91.0% (N=100)
2017-03-27 21:21:43.408837: Step 25760: Train accuracy = 91.0%
2017-03-27 21:21:43.408879: Step 25760: Cross entropy = 0.318642
2017-03-27 21:21:43.522766: Step 25760: Validation accuracy = 88.0% (N=100)
2017-03-27 21:21:44.536755: Step 25770: Train accuracy = 94.0%
2017-03-27 21:21:44.536797: Step 25770: Cross entropy = 0.239225
2017-03-27 21:21:44.660321: Step 25770: Validation accuracy = 86.0% (N=100)
2017-03-27 21:21:45.799656: Step 25780: Train accuracy = 90.0%
2017-03-27 21:21:45.799715: Step 25780: Cross entropy = 0.281006
2017-03-27 21:21:45.904310: Step 25780: Validation accuracy = 89.0% (N=100)
2017-03-27 21:21:46.959290: Step 25790: Train accuracy = 96.0%
2017-03-27 21:21:46.959332: Step 25790: Cross entropy = 0.225107
2017-03-27 21:21:47.072991: Step 25790: Validation accuracy = 91.0% (N=100)
2017-03-27 21:21:48.022894: Step 25800: Train accuracy = 94.0%
2017-03-27 21:21:48.022935: Step 25800: Cross entropy = 0.253392
2017-03-27 21:21:48.135071: Step 25800: Validation accuracy = 86.0% (N=100)
2017-03-27 21:21:49.249544: Step 25810: Train accuracy = 88.0%
2017-03-27 21:21:49.249590: Step 25810: Cross entropy = 0.321609
2017-03-27 21:21:49.368131: Step 25810: Validation accuracy = 91.0% (N=100)
2017-03-27 21:21:50.414769: Step 25820: Train accuracy = 91.0%
2017-03-27 21:21:50.414806: Step 25820: Cross entropy = 0.281791
2017-03-27 21:21:50.500326: Step 25820: Validation accuracy = 88.0% (N=100)
2017-03-27 21:21:51.375564: Step 25830: Train accuracy = 97.0%
2017-03-27 21:21:51.375610: Step 25830: Cross entropy = 0.259113
2017-03-27 21:21:51.482711: Step 25830: Validation accuracy = 87.0% (N=100)
2017-03-27 21:21:52.555351: Step 25840: Train accuracy = 95.0%
2017-03-27 21:21:52.555396: Step 25840: Cross entropy = 0.271066
2017-03-27 21:21:52.666932: Step 25840: Validation accuracy = 80.0% (N=100)
2017-03-27 21:21:53.748831: Step 25850: Train accuracy = 90.0%
2017-03-27 21:21:53.748879: Step 25850: Cross entropy = 0.300051
2017-03-27 21:21:53.863047: Step 25850: Validation accuracy = 83.0% (N=100)
2017-03-27 21:21:54.951634: Step 25860: Train accuracy = 95.0%
2017-03-27 21:21:54.951675: Step 25860: Cross entropy = 0.216978
2017-03-27 21:21:55.075171: Step 25860: Validation accuracy = 86.0% (N=100)
2017-03-27 21:21:56.162420: Step 25870: Train accuracy = 90.0%
2017-03-27 21:21:56.162462: Step 25870: Cross entropy = 0.315756
2017-03-27 21:21:56.273150: Step 25870: Validation accuracy = 91.0% (N=100)
2017-03-27 21:21:57.306491: Step 25880: Train accuracy = 93.0%
2017-03-27 21:21:57.306535: Step 25880: Cross entropy = 0.232251
2017-03-27 21:21:57.420986: Step 25880: Validation accuracy = 86.0% (N=100)
2017-03-27 21:21:58.509701: Step 25890: Train accuracy = 90.0%
2017-03-27 21:21:58.509740: Step 25890: Cross entropy = 0.350148
2017-03-27 21:21:58.600166: Step 25890: Validation accuracy = 81.0% (N=100)
2017-03-27 21:21:59.630628: Step 25900: Train accuracy = 88.0%
2017-03-27 21:21:59.630670: Step 25900: Cross entropy = 0.345827
2017-03-27 21:21:59.744462: Step 25900: Validation accuracy = 82.0% (N=100)
2017-03-27 21:22:00.806545: Step 25910: Train accuracy = 95.0%
2017-03-27 21:22:00.806586: Step 25910: Cross entropy = 0.290099
2017-03-27 21:22:00.920841: Step 25910: Validation accuracy = 81.0% (N=100)
2017-03-27 21:22:02.057318: Step 25920: Train accuracy = 90.0%
2017-03-27 21:22:02.057362: Step 25920: Cross entropy = 0.316014
2017-03-27 21:22:02.169818: Step 25920: Validation accuracy = 88.0% (N=100)
2017-03-27 21:22:03.182849: Step 25930: Train accuracy = 94.0%
2017-03-27 21:22:03.182888: Step 25930: Cross entropy = 0.253115
2017-03-27 21:22:03.295314: Step 25930: Validation accuracy = 86.0% (N=100)
2017-03-27 21:22:04.405185: Step 25940: Train accuracy = 94.0%
2017-03-27 21:22:04.405235: Step 25940: Cross entropy = 0.246191
2017-03-27 21:22:04.514679: Step 25940: Validation accuracy = 92.0% (N=100)
2017-03-27 21:22:05.544110: Step 25950: Train accuracy = 91.0%
2017-03-27 21:22:05.544157: Step 25950: Cross entropy = 0.318155
2017-03-27 21:22:05.660542: Step 25950: Validation accuracy = 88.0% (N=100)
2017-03-27 21:22:06.760558: Step 25960: Train accuracy = 91.0%
2017-03-27 21:22:06.760600: Step 25960: Cross entropy = 0.327353
2017-03-27 21:22:06.874025: Step 25960: Validation accuracy = 90.0% (N=100)
2017-03-27 21:22:07.946726: Step 25970: Train accuracy = 88.0%
2017-03-27 21:22:07.946767: Step 25970: Cross entropy = 0.377287
2017-03-27 21:22:08.052234: Step 25970: Validation accuracy = 87.0% (N=100)
2017-03-27 21:22:09.106232: Step 25980: Train accuracy = 95.0%
2017-03-27 21:22:09.106271: Step 25980: Cross entropy = 0.195291
2017-03-27 21:22:09.219573: Step 25980: Validation accuracy = 90.0% (N=100)
2017-03-27 21:22:10.346078: Step 25990: Train accuracy = 90.0%
2017-03-27 21:22:10.346116: Step 25990: Cross entropy = 0.305202
2017-03-27 21:22:10.458646: Step 25990: Validation accuracy = 91.0% (N=100)
2017-03-27 21:22:11.536453: Step 26000: Train accuracy = 92.0%
2017-03-27 21:22:11.536494: Step 26000: Cross entropy = 0.280901
2017-03-27 21:22:11.650912: Step 26000: Validation accuracy = 84.0% (N=100)
2017-03-27 21:22:12.728014: Step 26010: Train accuracy = 94.0%
2017-03-27 21:22:12.728058: Step 26010: Cross entropy = 0.266497
2017-03-27 21:22:12.840962: Step 26010: Validation accuracy = 79.0% (N=100)
2017-03-27 21:22:13.962183: Step 26020: Train accuracy = 94.0%
2017-03-27 21:22:13.962227: Step 26020: Cross entropy = 0.234940
2017-03-27 21:22:14.078971: Step 26020: Validation accuracy = 89.0% (N=100)
2017-03-27 21:22:15.083444: Step 26030: Train accuracy = 95.0%
2017-03-27 21:22:15.083482: Step 26030: Cross entropy = 0.259813
2017-03-27 21:22:15.170381: Step 26030: Validation accuracy = 89.0% (N=100)
2017-03-27 21:22:16.232311: Step 26040: Train accuracy = 97.0%
2017-03-27 21:22:16.232359: Step 26040: Cross entropy = 0.204553
2017-03-27 21:22:16.334408: Step 26040: Validation accuracy = 86.0% (N=100)
2017-03-27 21:22:17.426929: Step 26050: Train accuracy = 94.0%
2017-03-27 21:22:17.426973: Step 26050: Cross entropy = 0.267251
2017-03-27 21:22:17.530562: Step 26050: Validation accuracy = 87.0% (N=100)
2017-03-27 21:22:18.634633: Step 26060: Train accuracy = 94.0%
2017-03-27 21:22:18.634675: Step 26060: Cross entropy = 0.282767
2017-03-27 21:22:18.748852: Step 26060: Validation accuracy = 81.0% (N=100)
2017-03-27 21:22:19.865570: Step 26070: Train accuracy = 94.0%
2017-03-27 21:22:19.865613: Step 26070: Cross entropy = 0.254054
2017-03-27 21:22:19.975055: Step 26070: Validation accuracy = 84.0% (N=100)
2017-03-27 21:22:21.059898: Step 26080: Train accuracy = 89.0%
2017-03-27 21:22:21.059937: Step 26080: Cross entropy = 0.312642
2017-03-27 21:22:21.145679: Step 26080: Validation accuracy = 78.0% (N=100)
2017-03-27 21:22:22.206084: Step 26090: Train accuracy = 93.0%
2017-03-27 21:22:22.206126: Step 26090: Cross entropy = 0.301414
2017-03-27 21:22:22.316156: Step 26090: Validation accuracy = 88.0% (N=100)
2017-03-27 21:22:23.399601: Step 26100: Train accuracy = 94.0%
2017-03-27 21:22:23.399642: Step 26100: Cross entropy = 0.272795
2017-03-27 21:22:23.505899: Step 26100: Validation accuracy = 86.0% (N=100)
2017-03-27 21:22:24.603900: Step 26110: Train accuracy = 95.0%
2017-03-27 21:22:24.603941: Step 26110: Cross entropy = 0.254358
2017-03-27 21:22:24.716301: Step 26110: Validation accuracy = 85.0% (N=100)
2017-03-27 21:22:25.839137: Step 26120: Train accuracy = 91.0%
2017-03-27 21:22:25.839179: Step 26120: Cross entropy = 0.321540
2017-03-27 21:22:25.952284: Step 26120: Validation accuracy = 90.0% (N=100)
2017-03-27 21:22:27.051197: Step 26130: Train accuracy = 95.0%
2017-03-27 21:22:27.051236: Step 26130: Cross entropy = 0.259697
2017-03-27 21:22:27.147965: Step 26130: Validation accuracy = 86.0% (N=100)
2017-03-27 21:22:28.194210: Step 26140: Train accuracy = 94.0%
2017-03-27 21:22:28.194252: Step 26140: Cross entropy = 0.232880
2017-03-27 21:22:28.306959: Step 26140: Validation accuracy = 84.0% (N=100)
2017-03-27 21:22:29.368151: Step 26150: Train accuracy = 97.0%
2017-03-27 21:22:29.368193: Step 26150: Cross entropy = 0.260903
2017-03-27 21:22:29.480326: Step 26150: Validation accuracy = 86.0% (N=100)
2017-03-27 21:22:30.564680: Step 26160: Train accuracy = 95.0%
2017-03-27 21:22:30.564721: Step 26160: Cross entropy = 0.233410
2017-03-27 21:22:30.673251: Step 26160: Validation accuracy = 83.0% (N=100)
2017-03-27 21:22:31.770474: Step 26170: Train accuracy = 93.0%
2017-03-27 21:22:31.770516: Step 26170: Cross entropy = 0.295247
2017-03-27 21:22:31.885180: Step 26170: Validation accuracy = 85.0% (N=100)
2017-03-27 21:22:32.973588: Step 26180: Train accuracy = 91.0%
2017-03-27 21:22:32.973636: Step 26180: Cross entropy = 0.300977
2017-03-27 21:22:33.086699: Step 26180: Validation accuracy = 88.0% (N=100)
2017-03-27 21:22:34.211194: Step 26190: Train accuracy = 90.0%
2017-03-27 21:22:34.211235: Step 26190: Cross entropy = 0.326393
2017-03-27 21:22:34.327562: Step 26190: Validation accuracy = 91.0% (N=100)
2017-03-27 21:22:35.381924: Step 26200: Train accuracy = 94.0%
2017-03-27 21:22:35.381968: Step 26200: Cross entropy = 0.333466
2017-03-27 21:22:35.483951: Step 26200: Validation accuracy = 85.0% (N=100)
2017-03-27 21:22:36.584972: Step 26210: Train accuracy = 88.0%
2017-03-27 21:22:36.585008: Step 26210: Cross entropy = 0.394088
2017-03-27 21:22:36.711383: Step 26210: Validation accuracy = 83.0% (N=100)
2017-03-27 21:22:37.850518: Step 26220: Train accuracy = 94.0%
2017-03-27 21:22:37.850558: Step 26220: Cross entropy = 0.356456
2017-03-27 21:22:37.967307: Step 26220: Validation accuracy = 89.0% (N=100)
2017-03-27 21:22:39.065939: Step 26230: Train accuracy = 91.0%
2017-03-27 21:22:39.065982: Step 26230: Cross entropy = 0.314962
2017-03-27 21:22:39.175996: Step 26230: Validation accuracy = 82.0% (N=100)
2017-03-27 21:22:40.116389: Step 26240: Train accuracy = 96.0%
2017-03-27 21:22:40.116429: Step 26240: Cross entropy = 0.177463
2017-03-27 21:22:40.225264: Step 26240: Validation accuracy = 88.0% (N=100)
2017-03-27 21:22:41.361416: Step 26250: Train accuracy = 92.0%
2017-03-27 21:22:41.361456: Step 26250: Cross entropy = 0.290827
2017-03-27 21:22:41.472075: Step 26250: Validation accuracy = 89.0% (N=100)
2017-03-27 21:22:42.569942: Step 26260: Train accuracy = 95.0%
2017-03-27 21:22:42.569984: Step 26260: Cross entropy = 0.256393
2017-03-27 21:22:42.682305: Step 26260: Validation accuracy = 88.0% (N=100)
2017-03-27 21:22:43.783806: Step 26270: Train accuracy = 97.0%
2017-03-27 21:22:43.783848: Step 26270: Cross entropy = 0.253082
2017-03-27 21:22:43.900046: Step 26270: Validation accuracy = 81.0% (N=100)
2017-03-27 21:22:45.023878: Step 26280: Train accuracy = 93.0%
2017-03-27 21:22:45.023925: Step 26280: Cross entropy = 0.261117
2017-03-27 21:22:45.143096: Step 26280: Validation accuracy = 88.0% (N=100)
2017-03-27 21:22:46.096713: Step 26290: Train accuracy = 87.0%
2017-03-27 21:22:46.096752: Step 26290: Cross entropy = 0.381693
2017-03-27 21:22:46.187101: Step 26290: Validation accuracy = 83.0% (N=100)
2017-03-27 21:22:47.302531: Step 26300: Train accuracy = 94.0%
2017-03-27 21:22:47.302572: Step 26300: Cross entropy = 0.230244
2017-03-27 21:22:47.412483: Step 26300: Validation accuracy = 85.0% (N=100)
2017-03-27 21:22:48.525544: Step 26310: Train accuracy = 93.0%
2017-03-27 21:22:48.525584: Step 26310: Cross entropy = 0.314513
2017-03-27 21:22:48.629929: Step 26310: Validation accuracy = 91.0% (N=100)
2017-03-27 21:22:49.744758: Step 26320: Train accuracy = 95.0%
2017-03-27 21:22:49.744799: Step 26320: Cross entropy = 0.221924
2017-03-27 21:22:49.866791: Step 26320: Validation accuracy = 92.0% (N=100)
2017-03-27 21:22:50.978305: Step 26330: Train accuracy = 93.0%
2017-03-27 21:22:50.978346: Step 26330: Cross entropy = 0.251171
2017-03-27 21:22:51.092165: Step 26330: Validation accuracy = 89.0% (N=100)
2017-03-27 21:22:52.088957: Step 26340: Train accuracy = 97.0%
2017-03-27 21:22:52.088995: Step 26340: Cross entropy = 0.223520
2017-03-27 21:22:52.180095: Step 26340: Validation accuracy = 83.0% (N=100)
2017-03-27 21:22:53.266360: Step 26350: Train accuracy = 90.0%
2017-03-27 21:22:53.266398: Step 26350: Cross entropy = 0.371136
2017-03-27 21:22:53.355724: Step 26350: Validation accuracy = 83.0% (N=100)
2017-03-27 21:22:54.455110: Step 26360: Train accuracy = 88.0%
2017-03-27 21:22:54.455151: Step 26360: Cross entropy = 0.314615
2017-03-27 21:22:54.563713: Step 26360: Validation accuracy = 92.0% (N=100)
2017-03-27 21:22:55.660550: Step 26370: Train accuracy = 93.0%
2017-03-27 21:22:55.660592: Step 26370: Cross entropy = 0.289752
2017-03-27 21:22:55.787154: Step 26370: Validation accuracy = 79.0% (N=100)
2017-03-27 21:22:56.914974: Step 26380: Train accuracy = 95.0%
2017-03-27 21:22:56.915015: Step 26380: Cross entropy = 0.238150
2017-03-27 21:22:57.026440: Step 26380: Validation accuracy = 89.0% (N=100)
2017-03-27 21:22:58.076540: Step 26390: Train accuracy = 94.0%
2017-03-27 21:22:58.076578: Step 26390: Cross entropy = 0.235201
2017-03-27 21:22:58.168085: Step 26390: Validation accuracy = 84.0% (N=100)
2017-03-27 21:22:59.300917: Step 26400: Train accuracy = 93.0%
2017-03-27 21:22:59.300962: Step 26400: Cross entropy = 0.313201
2017-03-27 21:22:59.420237: Step 26400: Validation accuracy = 84.0% (N=100)
2017-03-27 21:23:00.597749: Step 26410: Train accuracy = 90.0%
2017-03-27 21:23:00.597789: Step 26410: Cross entropy = 0.336476
2017-03-27 21:23:00.718688: Step 26410: Validation accuracy = 93.0% (N=100)
2017-03-27 21:23:01.862755: Step 26420: Train accuracy = 96.0%
2017-03-27 21:23:01.862797: Step 26420: Cross entropy = 0.247864
2017-03-27 21:23:01.975777: Step 26420: Validation accuracy = 86.0% (N=100)
2017-03-27 21:23:03.115266: Step 26430: Train accuracy = 95.0%
2017-03-27 21:23:03.115312: Step 26430: Cross entropy = 0.246627
2017-03-27 21:23:03.235796: Step 26430: Validation accuracy = 88.0% (N=100)
2017-03-27 21:23:04.359690: Step 26440: Train accuracy = 92.0%
2017-03-27 21:23:04.359737: Step 26440: Cross entropy = 0.274309
2017-03-27 21:23:04.474437: Step 26440: Validation accuracy = 86.0% (N=100)
2017-03-27 21:23:05.680251: Step 26450: Train accuracy = 86.0%
2017-03-27 21:23:05.680292: Step 26450: Cross entropy = 0.454249
2017-03-27 21:23:05.805578: Step 26450: Validation accuracy = 86.0% (N=100)
2017-03-27 21:23:06.991869: Step 26460: Train accuracy = 94.0%
2017-03-27 21:23:06.991911: Step 26460: Cross entropy = 0.311890
2017-03-27 21:23:07.093215: Step 26460: Validation accuracy = 88.0% (N=100)
2017-03-27 21:23:08.244930: Step 26470: Train accuracy = 90.0%
2017-03-27 21:23:08.244974: Step 26470: Cross entropy = 0.413208
2017-03-27 21:23:08.362466: Step 26470: Validation accuracy = 87.0% (N=100)
2017-03-27 21:23:09.508087: Step 26480: Train accuracy = 96.0%
2017-03-27 21:23:09.508129: Step 26480: Cross entropy = 0.228916
2017-03-27 21:23:09.635142: Step 26480: Validation accuracy = 84.0% (N=100)
2017-03-27 21:23:10.773621: Step 26490: Train accuracy = 96.0%
2017-03-27 21:23:10.773676: Step 26490: Cross entropy = 0.261306
2017-03-27 21:23:10.893993: Step 26490: Validation accuracy = 89.0% (N=100)
2017-03-27 21:23:12.044434: Step 26500: Train accuracy = 98.0%
2017-03-27 21:23:12.044474: Step 26500: Cross entropy = 0.219528
2017-03-27 21:23:12.155998: Step 26500: Validation accuracy = 91.0% (N=100)
2017-03-27 21:23:13.291077: Step 26510: Train accuracy = 91.0%
2017-03-27 21:23:13.291121: Step 26510: Cross entropy = 0.275489
2017-03-27 21:23:13.415987: Step 26510: Validation accuracy = 79.0% (N=100)
2017-03-27 21:23:14.547151: Step 26520: Train accuracy = 92.0%
2017-03-27 21:23:14.547198: Step 26520: Cross entropy = 0.276868
2017-03-27 21:23:14.668376: Step 26520: Validation accuracy = 85.0% (N=100)
2017-03-27 21:23:15.789075: Step 26530: Train accuracy = 95.0%
2017-03-27 21:23:15.789116: Step 26530: Cross entropy = 0.287557
2017-03-27 21:23:15.901716: Step 26530: Validation accuracy = 86.0% (N=100)
2017-03-27 21:23:16.887497: Step 26540: Train accuracy = 91.0%
2017-03-27 21:23:16.887538: Step 26540: Cross entropy = 0.404904
2017-03-27 21:23:17.000288: Step 26540: Validation accuracy = 86.0% (N=100)
2017-03-27 21:23:18.155883: Step 26550: Train accuracy = 96.0%
2017-03-27 21:23:18.155923: Step 26550: Cross entropy = 0.270982
2017-03-27 21:23:18.311926: Step 26550: Validation accuracy = 91.0% (N=100)
2017-03-27 21:23:19.296656: Step 26560: Train accuracy = 87.0%
2017-03-27 21:23:19.296698: Step 26560: Cross entropy = 0.371270
2017-03-27 21:23:19.412561: Step 26560: Validation accuracy = 83.0% (N=100)
2017-03-27 21:23:20.548298: Step 26570: Train accuracy = 88.0%
2017-03-27 21:23:20.548339: Step 26570: Cross entropy = 0.381042
2017-03-27 21:23:20.669449: Step 26570: Validation accuracy = 90.0% (N=100)
2017-03-27 21:23:21.846563: Step 26580: Train accuracy = 92.0%
2017-03-27 21:23:21.846607: Step 26580: Cross entropy = 0.345868
2017-03-27 21:23:21.961493: Step 26580: Validation accuracy = 86.0% (N=100)
2017-03-27 21:23:23.025628: Step 26590: Train accuracy = 91.0%
2017-03-27 21:23:23.025664: Step 26590: Cross entropy = 0.312084
2017-03-27 21:23:23.114330: Step 26590: Validation accuracy = 86.0% (N=100)
2017-03-27 21:23:24.209205: Step 26600: Train accuracy = 97.0%
2017-03-27 21:23:24.209253: Step 26600: Cross entropy = 0.241076
2017-03-27 21:23:24.323513: Step 26600: Validation accuracy = 87.0% (N=100)
2017-03-27 21:23:25.435006: Step 26610: Train accuracy = 90.0%
2017-03-27 21:23:25.435050: Step 26610: Cross entropy = 0.330182
2017-03-27 21:23:25.544318: Step 26610: Validation accuracy = 86.0% (N=100)
2017-03-27 21:23:26.497630: Step 26620: Train accuracy = 92.0%
2017-03-27 21:23:26.497671: Step 26620: Cross entropy = 0.305011
2017-03-27 21:23:26.600152: Step 26620: Validation accuracy = 84.0% (N=100)
2017-03-27 21:23:27.707124: Step 26630: Train accuracy = 94.0%
2017-03-27 21:23:27.707165: Step 26630: Cross entropy = 0.247928
2017-03-27 21:23:27.820490: Step 26630: Validation accuracy = 88.0% (N=100)
2017-03-27 21:23:28.839117: Step 26640: Train accuracy = 94.0%
2017-03-27 21:23:28.839155: Step 26640: Cross entropy = 0.285691
2017-03-27 21:23:28.927382: Step 26640: Validation accuracy = 84.0% (N=100)
